;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
Bairro;Rota;Setor;Cep Destinatário;
VILA VERDE     ;683;SAO JOSE DO RIO PARDO;13727194;
SITIO SAO FRANC;2092;GUARULHOS C;7261490;
VILA GEPINA    ;2094;ITAQUAQUECETUBA;8577060;
JARDIM INDEPEND;2069;REGIAO 16 S.PAULO P;3225040;
RECREIO SANTIST;267;PERUIBE;11777408;
JARDIM ALVORADA;2077;SANTO ANDRE A;9180070;
PARQUE IMPERIAL;2032;BARUERI;6462100;
BOSQUE DA SAUDE;2060;REGIAO 4 SAO PAULO D;4127001;
JARDIM CAXAMBU ;207;PIRACICABA-ESPECIFICO;13425010;
MANGUE SECO    ;2235;GUAICARA;16430582;
BARRA FUNDA    ;2015;REGIAO 1 SAO PAULO A (2);1151000;
SANTA TEREZINHA;2026;CAJAMAR;7786195;
centro         ;2220;PRESIDENTE EPITACIO;19470000;
JARDIM RENASCEN;213;LEME;13612231;
VILA SAO ROBERT;2094;ITAQUAQUECETUBA;8572290;
CAPOAVINHA     ;2089;MAIRIPORA;7629714;
VILA MAZZEI    ;2088;REGIAO 19 S.PAULO S;2310020;
JARDIM FANGANIE;2073;REGIAO 22 S.PAULO V;8450430;
CENTRO         ;209;PIRACAIA;12970000;
PARQUE SAO VICE;2078;MAUA;9371390;
PARQUE BRASILAN;2036;REGIAO 21 S.PAULO U;2855502;
JARDIM PAULISTA;2036;REGIAO 21 S.PAULO U - RISCO;2813020;
PONTE GRANDE   ;2090;GUARULHOS A;7032000;
CAPOAVINHA     ;2089;MAIRIPORA;7629774;
PARQUE BALNEARI;267;PERUIBE;11772614;
VILA PRIMAVERA ;2067;REGIAO 15 S.PAULO O;3389050;
PEDREIRA       ;2094;ITAQUAQUECETUBA;8572000;
 JD NOVA CONQUI;2207;TAPIRAI;18180000;
UNIAO DE VILA N;2098;REGIAO 22 S.PAULO V;8072035;
VILA CURUCA    ;2098;REGIAO 22 S.PAULO V;8030750;
VILA AUGUSTA   ;2094;ITAQUAQUECETUBA;8593140;
JARDIM SAO CARL;2032;ITAPEVI;6694450;
BALNEARIO GARCA;267;PERUIBE;11785182;
JARDIM SAO JOAO;2091;GUARULHOS B;7151310;
IMIRIM         ;2023;REGIAO 20 S.PAULO T;2465400;
TATUAPÉ        ;2067;REGIAO 15 S.PAULO O;3319000;
VILA ALTO DE SA;2077;SANTO ANDRE A;9240520;
JARDIM BRASILIA;2036;REGIAO 21 S.PAULO U - RISCO;2859080;
VILA ANDRADE   ;2053;REGIAO 10 S.PAULO J (2);5730170;
VILA PARANAGUA ;2095;REGIAO 18 S.PAULO R;3806015;
RESIDENCIAL FRE;262;SAO JOSE DOS CAMPOS;12248708;
RESIDENCIAL CAS;2033;FRANCISCO MORATO;7906030;
VILA BUENOS AIR;2095;REGIAO 18 S.PAULO R;3737260;
VILA ANDRADE   ;2053;REGIAO 10 S.PAULO J (2);5728020;
SANTANA        ;2088;REGIAO 19 S.PAULO S;2022010;
VILA APARECIDA ;2098;REGIAO 22 S.PAULO V;8020190;
VILA ROMAR     ;267;PERUIBE;11771328;
VILA MINERVA   ;2073;REGIAO 22 S.PAULO V;8441370;
GUAIANAZES     ;2073;REGIAO 22 S.PAULO V;8431165;
VILA CHABILANDI;2073;REGIAO 22 S.PAULO V;8440470;
JARDIM GUAIANAZ;2073;REGIAO 22 S.PAULO V;8431380;
PARQUE GUAIANAZ;2073;REGIAO 22 S.PAULO V;8431655;
CAMPANARIO     ;2082;DIADEMA;9931340;
JARDIM PARIS   ;2053;REGIAO 10 S.PAULO J (2);5794300;
MARACANA       ;266;PRAIA GRANDE;11705580;
JARDIM CALIFORN;0;MORRO AGUDO;14640047;
JARDIM SERGIO A;0;STA ERNESTINA;15970194;
JARDIM BRASILIA;2036;REGIAO 21 S.PAULO U - RISCO;2859080;
JARDIM PAULISTA;0;RIBEIRAO PRETO;14090230;
JARDIM IPANEMA ;2037;REGIAO 21 S.PAULO U;5187000;
JARDIM LAJEADO ;2073;REGIAO 22 S.PAULO V;8440520;
VILA GREGO     ;210;SANTA BARBARA DOESTE;13451108;
VILA SONIA     ;266;PRAIA GRANDE;11722260;
Fazenda Spo Jos;267;PEDRO TOLEDO;11790000;
JARDIM DOS IPES;2099;REGIAO 22 S.PAULO-V I;8161000;
VL NOVA BONSUCE;2091;GUARULHOS B;7175290;
PARQUE MARIA HE;2092;GUARULHOS C;7261160;
PARQUE FLAMENGO;2091;GUARULHOS B;7134685;
VILA PARANAGUA ;2095;REGIAO 18 S.PAULO R;3807330;
JARDIM GRAJAU  ;236;GUARIZINHO (DT ITAPEVA;18404312;
JARDIM DOS ALAM;2054;REGIAO 9 SAO PAULO I (2) - C;4883150;
VILA HUMAITA   ;2077;SANTO ANDRE A;9121180;
RECREIO DA BORD;2077;SANTO ANDRE A;9134510;
JARDIM PRESIDEN;2091;GUARULHOS B;7171100;
JARDIM BANDEIRA;2063;REGIAO 7 SAO PAULO G;4470260;
BALNEARIO SAO J;2054;REGIAO 9 SAO PAULO I (2) - C;4864150;
VILA NOVA BARUE;2032;BARUERI;6420040;
JARDIM SANTO AL;2077;SANTO ANDRE A;9260410;
CIDADE TIRADENT;2073;REGIAO 22 S.PAULO V;8470750;
CIDADE IPAVA   ;2014;REGIAO 10 S.PAULO J;4950060;
JARDIM SANTO ED;2018;EMBU;6823490;
VILA PLANA     ;2053;REGIAO 10 S.PAULO J (2);5731370;
Mascate Grande ;213;NAZARE PAULISTA;12960000;
AMERICANOPOLIS ;2063;REGIAO 7 SAO PAULO G;4409080;
CIDADE KEMEL   ;2099;REGIAO 22 S.PAULO-V I;8130290;
VILA CORREA    ;2074;FERRAZ VASCONCELLOS;8502230;
VILA SANTA ISAB;236;CAPAO BONITO;18306160;
JARDIM SAO JOSE;2232;JAÚ;17206090;
JARDIM SAO BERN;2054;REGIAO 9 SAO PAULO I (2) - B;4844300;
JARDIM ITATIAIA;2054;REGIAO 9 SAO PAULO I (2) - B;4843335;
JARDIM SANTA MA;683;MOCOCA;13730170;
VILA ROSINA    ;2034;CAIEIRAS;7749220;
SAO JOAO BATIST;267;PERUIBE;11750000;
VILA ALICE     ;264;GUARUJA;11450250;
ENSEADA        ;264;GUARUJA;11441740;
JARDIM MATARAZZ;2095;REGIAO 18 S.PAULO R;3813310;
VILA CAMPESTRE ;2062;REGIAO 6 SAO PAULO F;4332100;
CJ RESIDENCIAL ;262;SAO JOSE DOS CAMPOS;12232878;
VILA CRUZEIRO  ;2055;REGIAO 9 SAO PAULO I (1);4726001;
SANTO AMARO    ;2055;REGIAO 9 SAO PAULO I (1);4733100;
Jd Quiles      ;267;ITARIRI;11760000;
PARQUE ESTUARIO;264;GUARUJA;11451010;
PIRAJUSSARA    ;2053;REGIAO 10 S.PAULO J (2);5790120;
JARDIM BRASILIA;2036;REGIAO 21 S.PAULO U - RISCO;2859100;
ESTANCIA JARAGU;2036;REGIAO 21 S.PAULO U;2997002;
JARDIM DAMASCEN;2036;REGIAO 21 S.PAULO U - RISCO;2879070;
IMIRIM         ;2023;REGIAO 20 S.PAULO T;2464000;
JUNDIAPEBA     ;2096;MOGI DAS CRUZES;8750000;
NOVE DE JULHO  ;2096;MOGI DAS CRUZES;8753740;
JUNDIAPEBA     ;2096;MOGI DAS CRUZES;8750500;
VICENTE NUNES  ;213;NAZARE PAULISTA;12960000;
JD LAZARO HONOR;210;IRACEMAPOLIS;13497168;
PARQUE SAO VICE;2078;MAUA;9371605;
CJ RESIDENCIAL ;2071;REGIAO 22 S.PAULO V;8257100;
CENTRO         ;683;CASA BRANCA;13700049;
CENTRO         ;2293;QUINTANA;17670000;
V RANCHARIA    ;2221;LUCELIA;17780000;
PEDREIRA       ;2094;ITAQUAQUECETUBA;8572000;
VILA IZABEL    ;2092;GUARULHOS C;7241580;
VILA SILVA TELE;2099;REGIAO 22 S.PAULO-V I;8110000;
JARDIM CAMARGO ;2099;REGIAO 22 S.PAULO-V I;8141550;
PEDRA LISA     ;2017;JUQUITIBA;6950000;
CACAPAVA VELHA ;252;CACAPAVA;12283390;
JARDIM DO LAGO ;2029;REGIAO 13 S.PAULO M;5550095;
JARDIM INDEPEND;2018;EMBU;6826080;
JARDIM INGA    ;2053;REGIAO 10 S.PAULO J (2);5736040;
JARDIM BOA VIST;2053;REGIAO 10 S.PAULO J (3);5832210;
JARDIM ITAMARAT;2075;POA;8565600;
JARDIM VISTA AL;2036;REGIAO 21 S.PAULO U - RISCO;2878020;
PARQUE TIETE   ;2036;REGIAO 21 S.PAULO U - RISCO;2870110;
JARDIM OLGA    ;2033;FRANCISCO MORATO;7994010;
CIDADE ARISTON ;2028;CARAPICUIBA;6390280;
JARDIM DAS MARG;2032;JANDIRA;6622180;
ALIANCA        ;2022;OSASCO II;6260010;
VELOSO         ;2022;OSASCO I;6150035;
JUSTINO        ;2017;JUQUITIBA;6950000;
JARDIM DOS OLIV;206;CAMPINAS;13044260;
JORDANOPOLIS   ;2081;SAO BERNARDO DO CAMP II;9891580;
AMERICANOPOLIS ;2063;REGIAO 7 SAO PAULO G;4427070;
VILA NOVA CONCE;2011;REGIAO 8 SAO PAULO H;4506003;
CJ PROMORAR EST;2036;REGIAO 21 S.PAULO U - RISCO;2873000;
JARDIM PERI    ;2023;REGIAO 20 S.PAULO T 2;2650000;
VILA PONTE SECA;254;CARAGUATATUBA;11675520;
SANTO ANTONIO  ;2204;LORENA;12608650;
CENTRO         ;254;CARAGUATATUBA;11660130;
JARDIM ANA ROSA;259;TAUBATE;12071180;
VILA PERUIBE   ;267;PERUIBE;11750000;
JARDIM ALVORADA;2293;QUATA;19780192;
SITIO PAECARA  ;264;GUARUJA;11460512;
JARDIM YOLANDA ;0;S.JOSE DO RIO PRETO;15061580;
CENTRO         ;261;GUARAREMA;7500000;
CENTRO         ;2232;LINS;16400025;
JARDIM PEROLA  ;2217;BIRIGUI;16200270;
JARDIM MIRIAM  ;2099;REGIAO 22 S.PAULO-V I;8141000;
JARDIM PANTANAL;2099;REGIAO 22 S.PAULO-V I;8180680;
CIDADE KEMEL   ;2074;FERRAZ VASCONCELLOS;8542150;
VILA SAO JOAO B;2091;GUARULHOS B;7134050;
JARDIM BELEM   ;2095;REGIAO 18 S.PAULO R;3810110;
SETVILLE ALTOS ;262;SAO JOSE DOS CAMPOS;12226612;
CENTRO;261;JACAREI;12308690;
ITAQUERA       ;2071;REGIAO 22 S.PAULO V;8295010;
JARDIM ROSELI  ;2028;CARAPICUIBA;6365150;
TABOAO         ;2082;DIADEMA;9931300;
ENGENHEIRO NEIV;257;GUARATINGUETA;12521180;
VILA AUREA VICE;264;GUARUJA;11454370;
JARDIM RIO BRAN;268;SAO VICENTE;11347050;
JARDIM LAS PALM;264;GUARUJA;11420320;
VILA AUREA     ;264;GUARUJA;11454280;
VILA AUREA     ;264;GUARUJA;11454385;
BAL CIDADE ATLA;264;GUARUJA;11441740;
TERRA NOVA     ;259;TAUBATE;12081520;
PARQUE ENSEADA ;264;GUARUJA;11443070;
VILA ALICE     ;264;GUARUJA;11450180;
BELA VISTA     ;0;SPC CENTRO EXPANDIDO;1321001;
CAJURU         ;262;SAO JOSE DOS CAMPOS;12226772;
GRANJAS SANTA T;259;TAUBATE;12091550;
CENTRO         ;267;ITARIRI;11760000;
QUIETUDE       ;266;PRAIA GRANDE;11718320;
JD CARAGUAVA   ;267;PERUIBE;11750000;
IVOTY          ;267;ITANHAEM;11740000;
ESTANCIA DOS EU;267;PERUIBE;11750000;
JARDIM DAS OLIV;2099;REGIAO 22 S.PAULO-V I;8111570;
CENTRO         ;267;PERUIBE;11750000;
JARDIM RIBAMAR ;267;PERUIBE;11770556;
ERMELINO MATARA;2095;REGIAO 18 S.PAULO R;3823160;
VILA PAULISTA  ;2096;MOGI DAS CRUZES;8744020;
AMERICANOPOLIS ;2063;REGIAO 7 SAO PAULO G;4410000;
JARDIM ROBERTO ;2022;OSASCO I;6170240;
ITAIM PAULISTA ;2099;REGIAO 22 S.PAULO-V I;8111280;
JARDIM EUROPA  ;0;SPC CENTRO JARDINS;1448000;
JARDIM REGINA  ;2037;REGIAO 21 S.PAULO U;5175140;
JARDIM SALETE  ;2020;TABOAO DA SERRA;6787350;
JARDIM SABIA   ;2019;COTIA;6716520;
JARDIM TAQUARAL;2055;REGIAO 9 SAO PAULO I;4675010;
BELA VISTA     ;0;SPC CENTRO EXPANDIDO;1318906;
SITIO PAECARA  ;264;GUARUJA;11461300;
VILA LUIS ANTON;264;GUARUJA;11420210;
RUDGE RAMOS    ;2081;SAO BERNARDO DO CAMP I;9642020;
FERRAZOPOLIS   ;2081;SAO BERNARDO DO CAMP;9790530;
PEDREGULHO     ;257;GUARATINGUETA;12515150;
Itariri        ;267;ITARIRI;11760000;
CIDADE INTERCAP;2020;TABOAO DA SERRA;6757040;
ASSUNCAO       ;2081;SAO BERNARDO DO CAMP II;9850900;
JARDIM NOVA ALI;0;RIBEIRAO PRETO;14027100;
FAZENDA DA JUTA;2069;REGIAO 16 S.PAULO P;3977414;
NOVA JAGUARIUNA;209;JAGUARIUNA;13919448;
JARDIM SANTA TE;0;CEDRAL;15895000;
ARARAS         ;0;BATATAIS;14307202;
PRQ SAO RAFAEL ;2065;REGIAO 24 S.PAULO Y;8310520;
JARDIM MIRIAM  ;2063;REGIAO 7 SAO PAULO G;4426070;
PALMEIRINHA    ;2017;JUQUITIBA;6950000;
BARNABES       ;2017;JUQUITIBA;6950000;
JARDIM MUTINGA ;2037;REGIAO 21 S.PAULO U;5159000;
VILA SAO JOSE  ;259;TAUBATE;12070550;
CJ HAB TRABALHA;210;SANTA BARBARA DOESTE;13453520;
laranja azeda  ;267;ITARIRI;11760000;
JARDIM TUPI    ;2014;REGIAO 10 S.PAULO J;4939230;
VILA ROMAR     ;267;PERUIBE;11771328;
MARESIAS       ;253;SAO SEBASTIAO;11628248;
VILA PRUDENTE  ;2066;REGIAO 14 S.PAULO N;3132010;
CIDADE KEMEL   ;2099;REGIAO 22 S.PAULO-V I;8130390;
CIDADE KEMEL   ;2099;REGIAO 22 S.PAULO-V I;8130485;
JARDIM NAPOLI  ;2094;ITAQUAQUECETUBA;8595440;
JARDIM JAPAO   ;2088;REGIAO 19 S.PAULO S;2132000;
BOM RETIRO     ;2015;REGIAO 1 SAO PAULO A (2);1122020;
PARQUE PARAISO ;2017;ITAPECERICA DA SERRA;6850150;
JARDIM GERMANIA;2053;REGIAO 10 S.PAULO J (3);5835909;
JARDIM FRATERNI;2053;REGIAO 10 S.PAULO J (3);5870030;
JARDIM MARIA VI;2053;REGIAO 10 S.PAULO J (2);5761360;
ESTANCIA LEAO N;267;PERUIBE;11776622;
JARDIM NELIA   ;2099;REGIAO 22 S.PAULO-V I;8142670;
PARQUE BOTURUSS;2095;REGIAO 18 S.PAULO R;3803060;
JARDIM INTERLAG;0;RIBEIRAO PRETO;14093070;
BOSQUE DAS JURI;0;RIBEIRAO PRETO;14021684;
JARDIM LAS VEGA;2077;SANTO ANDRE A;9182400;
JARDIM PARIS   ;2053;REGIAO 10 S.PAULO J (2);5794360;
ENGANO         ;2017;JUQUITIBA;6950000;
JACUBA         ;2017;JUQUITIBA;6950000;
CONTINENTAL    ;2022;OSASCO;6020194;
CIDADE ARISTON ;2028;CARAPICUIBA;6395280;
CACHOEIRINHA   ;2036;REGIAO 21 S.PAULO U - RISCO;2872030;
TABOAO         ;2082;DIADEMA;9930310;
GUACURI        ;2063;REGIAO 7 SAO PAULO G;4475290;
JARDIM S+O PEDR;210;SAO PEDRO;13520037;
JARDIM SANTA EU;213;LIMEIRA;13481112;
MORRINHOS      ;264;GUARUJA;11495011;
JD RIBAMAR     ;267;PERUIBE;11750000;
BOUGAINVILLE RE;267;PERUIBE;11773274;
BALNEARIO JOSED;267;PERUIBE;11775020;
JARDIM RIBAMAR ;267;PERUIBE;11770504;
BAIRRO DOS PRAD;267;PERUIBE;11776772;
BALNEARIO JOSED;267;PERUIBE;11775088;
SANTA LUZIA    ;2079;RIBEIRAO PIRES;9431320;
JARDIM JOVAIA  ;2091;GUARULHOS B;7132000;
JARDIM NADIR   ;2053;REGIAO 10 S.PAULO J (2);5743240;
JARDIM DOS PRAD;267;PERUIBE;11776748;
JARDIM DENISE  ;2088;REGIAO 19 S.PAULO S;2378255;
CHACARA CRUZEIR;2095;REGIAO 18 S.PAULO R;3732060;
CIDADE KEMEL   ;2099;REGIAO 22 S.PAULO-V I;8130290;
CJ H M ELENA PE;2235;GUAIANAS;17285402;
VILA PRUDENTE  ;2066;REGIAO 14 S.PAULO N;3136040;
CAMINHO DO INDI;2018;EMBU;6845100;
VILA ANDRADE   ;2053;REGIAO 10 S.PAULO J (2);5730170;
JARDIM SANTO AN;2098;REGIAO 22 S.PAULO V;8032130;
JARDIM VISTA AL;2036;REGIAO 21 S.PAULO U - RISCO;2877080;
PARQUE DAS AMER;2078;MAUA;9350430;
PARQUE GUAIANAZ;2073;REGIAO 22 S.PAULO V;8431600;
JARDIM RECORD  ;2020;TABOAO DA SERRA;6784298;
JARDIM TRIANON ;2020;TABOAO DA SERRA;6783240;
PARQUE RIO S+O ;2017;JUQUITIBA;6950000;
JARDIM ADRIANE ;2094;ITAQUAQUECETUBA;8598723;
PARQUE CONTINEN;2090;GUARULHOS A;7077043;
RESIDENCIAL VIS;2216;ARACATUBA;16012661;
VILA SILVARES  ;2217;BIRIGUI;16201028;
ELDORADO       ;2063;REGIAO 7 SAO PAULO G;4476270;
ESTANCIA LEAO N;267;PERUIBE;11776608;
VILA SABRINA   ;2088;REGIAO 19 S.PAULO S;2138010;
VILA SUISSA    ;2096;MOGI DAS CRUZES;8810110;
VELOSO         ;2022;OSASCO I;6154020;
PARADA XV DE NO;2071;REGIAO 22 S.PAULO V;8246066;
SERRARIA       ;2082;DIADEMA;9980550;
SANTA TEREZINHA;213;PAULINIA;13140794;
JARDIM LAJEADO ;2073;REGIAO 22 S.PAULO V;8441105;
VILA NOVA PARAD;2036;REGIAO 21 S.PAULO U - RISCO;2883050;
CENTRO         ;2082;DIADEMA;9910120;
MIGUEL MONICO  ;2291;GARCA;17404226;
JARDIM BRASIL  ;0;ARARAQUARA;14811108;
MUNHOZ JUNIOR  ;2022;OSASCO II;6246130;
JARDIM SAO BERN;2054;REGIAO 9 SAO PAULO I (2) - B;4844300;
PARQUE NACOES U;2036;REGIAO 21 S.PAULO U;2996190;
VILA SIQUEIRA  ;2023;REGIAO 20 S.PAULO T 2;2722140;
CENTRO         ;236;ITAOCA (DT);18360000;
JARDIM NASRALLA;2231;BAURU;17012130;
VILA CHABILANDI;2073;REGIAO 22 S.PAULO V;8440470;
CIDADE IPAVA   ;2014;REGIAO 10 S.PAULO J;4947000;
JARDIM ADELFIOR;2030;REGIAO 23 S.PAULO X;5223030;
JARDIM DA CONQU;2030;REGIAO 23 S.PAULO X;5212120;
PARQUE BOTURUSS;2095;REGIAO 18 S.PAULO R;3804130;
VILA NOVA BONSU;2091;GUARULHOS B;7175130;
LUZ            ;2015;REGIAO 1 SAO PAULO A (2);1105040;
CHACARA SANTO A;0;FRANCA;14403265;
VENDA BRANCA   ;683;CASA BRANCA;13700000;
JARDIM PRINCESA;2036;REGIAO 21 S.PAULO U - RISCO;2856110;
CIDADE BALNEARI;267;PERUIBE;11782740;
CIDADE KEMEL   ;2099;REGIAO 22 S.PAULO-V I;8130390;
PARQUE RESIDENC;2094;ITAQUAQUECETUBA;8594270;
JARDIM ZAIRA   ;2078;MAUA;9321282;
VILA PROGRESSO ;2071;REGIAO 22 S.PAULO V;8245160;
VILA INACIO    ;2030;REGIAO 23 S.PAULO X;5211150;
JARDIM DA CONQU;2030;REGIAO 23 S.PAULO X;5212110;
VILA FANTON    ;2030;REGIAO 23 S.PAULO X;5203110;
PLANALTO       ;2081;SAO BERNARDO DO CAMP II;9890100;
JARDIM ANGELA  ;2069;REGIAO 16 S.PAULO P;3220901;
VILA SANTA CATA;2063;REGIAO 7 SAO PAULO G;4369050;
SANTANA        ;2088;REGIAO 19 S.PAULO S;2022010;
RECANTO DOS HUM;2030;REGIAO 23 S.PAULO X;5209295;
JARDIM ZAIRA   ;2078;MAUA;9321320;
VILA FANTON    ;2030;REGIAO 23 S.PAULO X;5203360;
JARDIM DA CONQU;2030;REGIAO 23 S.PAULO X;5212040;
VL FANTON      ;2030;REGIAO 23 S.PAULO X;5223200;
JARDIM RIO BRAN;268;SAO VICENTE;11347200;
JARDIM RIO BRAN;268;SAO VICENTE;11347060;
JARDIM DAS BAND;206;CAMPINAS;13051132;
RESIDENCIAL SEB;0;CATANDUVA;15807341;
CENTRO         ;0;ITAPOLIS;14900205;
CENTRO         ;2234;AVARE;18700130;
ZONA SUL       ;2217;ILHA SOLTEIRA;15388080;
JD ALVORADA    ;2218;CASTILHO;16920000;
VILA NOVA BONSU;2091;GUARULHOS B;7176310;
VILA CURUCA    ;2077;SANTO ANDRE A;9291211;
JARDIM CARLOS G;683;PIRASSUNUNGA;13633035;
PARQUE SAO VICE;2078;MAUA;9371605;
JARDIM ADELFIOR;2030;REGIAO 23 S.PAULO X;5223000;
JARDIM DAS FLOR;267;PERUIBE;11770628;
VILA SIQUEIRA  ;2023;REGIAO 20 S.PAULO T 2;2722030;
JARDIM VITORIA ;2036;REGIAO 21 S.PAULO U - RISCO;2859140;
FABRIL         ;263;CUBATAO;11543200;
VALE TRANQUILO;2013;EMBU GUACU;6922720;
VILA MONTE ALEG;2062;REGIAO 6 SAO PAULO F;4305000;
VILA GUARACIABA;2077;SANTO ANDRE A;9121587;
VILA SAO PEDRO ;2077;SANTO ANDRE A;9210200;
SANTA LUZIA    ;2079;RIBEIRAO PIRES;9430300;
JD CANADA      ;2078;MAUA;9331090;
JARDIM PINHEIRO;2075;POA;8565420;
VILA BUENOS AIR;2095;REGIAO 18 S.PAULO R;3736000;
SITIO PAECARA  ;264;GUARUJA;11463150;
JARDIM SAO PEDR;2073;REGIAO 22 S.PAULO V;8420620;
CENTRO         ;0;CATANDUVA;15800110;
PIRITUBA       ;2036;REGIAO 21 S.PAULO U;2920130;
JARDIM DAS BAND;206;CAMPINAS;13051132;
CAPRICORNIO II ;254;CARAGUATATUBA;11676601;
LOTE MORADA DO ;2017;JUQUITIBA;6950000;
JARDIM PARAISO ;2023;REGIAO 20 S.PAULO T;2417170;
JARDIM CAMILA  ;2096;MOGI DAS CRUZES;8720300;
JARDIM SAO PAUL;2088;REGIAO 19 S.PAULO S;2040010;
CIPAVA         ;2022;OSASCO;6075080;
JARDIM CAROMBE ;2036;REGIAO 21 S.PAULO U - RISCO;2855000;
PEDREIRA       ;2094;ITAQUAQUECETUBA;8572000;
PARQUE VISTA AL;206;CAMPINAS;13054372;
JARDIM UIRAPURU;2029;REGIAO 13 S.PAULO M;5565190;
CENTRO         ;213;JARINU;13240023;
LAUZANE PAULIST;2023;REGIAO 20 S.PAULO T;2443040;
JARDIM DOS ALAM;2054;REGIAO 9 SAO PAULO I (2) - C;4883150;
JARDIM SAO MARC;2018;EMBU;6814165;
JARDIM SAPOPEMB;2069;REGIAO 16 S.PAULO P;3975100;
JARDIM RIO BRAN;268;SAO VICENTE;11347145;
PEDREIRA       ;2094;ITAQUAQUECETUBA;8572000;
GLEBAS CALIFORN;207;PIRACICABA-ESPECIFICO;13403151;
CENTRO         ;2218;ITAPURA;15390000;
RESIDENCIAL SAO;2219;PRESIDENTE PRUDENTE;19026834;
CANELEIRA      ;265;SANTOS;11085580;
JD CARAGUAVA   ;267;PERUIBE;11750000;
NUC HB TANCREDO;2234;SAO MANUEL;18654566;
JARDIM CENTENAR;210;VALINHOS;13273583;
JARDIM CUMBICA ;2092;GUARULHOS C;7240020;
JARDIM MIRAGAIA;2099;REGIAO 22 S.PAULO-V I;8161310;
JARDIM ELIANA  ;2054;REGIAO 9 SAO PAULO I (2) - B;4851210;
JARDIM RECREIO ;209;BRAGANCA PAULISTA;12910190;
DT COM E INDUST;2292;FARTURA;18873000;
JARDIM LAGO    ;210;MOGI MIRIM;13802054;
PARQUE LIBERDAD;210;AMERICANA;13470415;
RESIDENCIAL BOR;211;SUMARE;13173413;
REAL PARQUE    ;206;CAMPINAS;13082782;
JD ELBA        ;2069;REGIAO 16 S.PAULO P;3980060;
JARDIM CAMPO BE;213;LIMEIRA;13481901;
MORADA DO SOL  ;210;AMERICANA;13470240;
JARDIM SAO JOAO;209;JAGUARIUNA;13911238;
BAIRRO DAS BROT;209;ATIBAIA;12951501;
JARDIM PINHEIRI;2094;ITAQUAQUECETUBA;8589240;
PARQUE JUREMA  ;2092;GUARULHOS C;7244120;
JARDIM DAS BAND;206;CAMPINAS;13051132;
PARQUE DAS UNIV;206;CAMPINAS;13086130;
JARDIM DAS NACO;259;TAUBATE;12030450;
BRASILANDIA    ;2036;REGIAO 21 S.PAULO U - RISCO;2844120;
RIBEIROPOLIS   ;266;PRAIA GRANDE;11714000;
JARDIM SANTA ZE;2014;REGIAO 10 S.PAULO J;4933040;
JARDIM DAS FLOR;2014;REGIAO 10 S.PAULO J;4904904;
Fazenda Spo Jos;267;PEDRO TOLEDO;11790000;
RES FLORENCA   ;213;CORDEIROPOLIS;13490296;
NUC RES PRESIDE;2231;BAURU;17033450;
centro         ;683;CACONDE;13770000;
CUIABA         ;213;NAZARE PAULISTA;12960000;
BOQUEIRAO      ;265;SANTOS;11055001;
VILA JOCKEI CLU;268;SAO VICENTE;11360180;
MAR E CEU      ;264;GUARUJA;11443000;
CIDADE VISTA VE;262;SAO JOSE DOS CAMPOS;12223570;
PARQUE RESIDENC;209;MOGI GUACU;13848628;
PARQUE DA IMPRE;210;MOGI MIRIM;13806310;
BELMIRA NOVAIS ;267;PERUIBE;11750000;
JARDIM SAO LUIS;2053;REGIAO 10 S.PAULO J (3);5813045;
NUC HB DE BARRA;2234;BARRA BONITA;17340428;
VILA NOVA SAVOI;2068;REGIAO 17 S.PAULO Q;3532000;
OCIAN          ;266;PRAIA GRANDE;11704590;
CHACARA SANTANA;2053;REGIAO 10 S.PAULO J (3);5831000;
JD MARIA AMELIA;261;JACAREI;12318270;
VILA JACUI     ;2098;REGIAO 22 S.PAULO V;8060120;
RESIDENCIAL TAI;0;GUAIRA;14790000;
VILA AIMORE    ;2099;REGIAO 22 S.PAULO-V I;8190040;
JARDIM SAO PEDR;2073;REGIAO 22 S.PAULO V;8420620;
VILA FRANCISCO;2077;SANTO ANDRE A;9241050;
SANTA LUZIA    ;2079;RIBEIRAO PIRES;9430300;
VILA RE        ;2095;REGIAO 18 S.PAULO R;3669030;
JARDIM JOVAIA  ;2091;GUARULHOS B;7132580;
NOVA ITAPEVI   ;2032;ITAPEVI;6694170;
JARDIM NOVA SUI;213;LIMEIRA;13486009;
VILA NOSSA SENH;268;SAO VICENTE;11355260;
VILA MARGARIDA ;268;SAO VICENTE;11330520;
JD BEATRIZ     ;0;SAO CARLOS;13575070;
ZONA CENTRAL   ;213;RIO CLARO;13500402;
centro         ;267;PEDRO TOLEDO;11790000;
JARDIM ELDORADO;2235;ITAI;18734352;
RESIDENCIAL MAR;2235;ITAI;18734320;
Padeiros       ;2017;JUQUITIBA;6950000;
JARDIM VISTA AL;2036;REGIAO 21 S.PAULO U - RISCO;2878020;
JARDIM SANTA SI;207;PIRACICABA-ESPECIFICO;13421120;
VILA NAIR      ;2061;REGIAO 4 SAO PAULO D;4282000;
VILA VERA      ;2061;REGIAO 4 SAO PAULO D;4296000;
JARDIM HELENA  ;2098;REGIAO 22 S.PAULO V;8090600;
JARDIM MONTE AL;2235;ITAI;18734070;
VILA ALABAMA   ;2099;REGIAO 22 S.PAULO-V I;8110492;
CAUCAIA DO ALTO;2019;COTIA;6727145;
BOSQUE DAS JURI;0;RIBEIRAO PRETO;14021684;
